,answer1,answer2,label,bi_encoder
2725,modified for faster speed,Mercury,0.0,0.1728813797235489
1703,Jessica,malorie shannon,0.0,0.17311236262321472
1495,Tom Petty and the Heartbreakers,Aerosmith,0.0,0.17318059504032135
3043,235 or 236,Democratic Party,0.0,0.1732201725244522
1479,40 million people,the Metropolitan Water District of Southern California,0.0,0.1732425093650818
3334,10 lords a-leaping,a lizard,0.0,0.17367124557495117
2117,"Gloomhaven, Cephalofair Games",rampage,0.0,0.17371028661727905
3572,graphite or metal,copper,1.0,0.1738167405128479
906,Mentuhotep II,King Solomon,0.0,0.17397908866405487
2285,"39,250",61819,0.0,0.17400401830673218
2792,Heaven,niagara river gorge,0.0,0.17407436668872833
1104,American Express Company,MBNA America,0.0,0.174096018075943
217,Martha Graham,Isadora Duncan,1.0,0.17423613369464874
633,Laura,Tom,0.0,0.17431947588920593
3420,Anthony Mackie,Kate Mara,0.0,0.17442679405212402
1243,a typewriter ribbon,paper bag,0.0,0.17460355162620544
2607,The 1935Â Labor Day hurricane,Wilma,0.0,0.1746310293674469
1393,1:43 scale,four,0.0,0.17476025223731995
1578,16 March 2019,10 December 2017,1.0,0.17479810118675232
785,UCF Knights,New England Patriots,1.0,0.17501544952392578
1550,many,over 2080,1.0,0.17506395280361176
1377,a contest,santa line,0.0,0.17510104179382324
89,The Pacific standard time zone,01:00 LST,0.0,0.1755097210407257
1612,Fryda Wolff,skylar astin,0.0,0.17555871605873108
3558,Minnesota Vikings,carolina panthers,0.0,0.17568930983543396
3200,Thalia Grace,aphrodite,0.0,0.17606496810913086
1033,Eden Hazard,Lionel Messi,0.0,0.17624375224113464
3306,I.Â King Jordan,Robert P. McGregor,0.0,0.17632487416267395
1190,John Jefferson Williams,albert henry woolson,0.0,0.17634661495685577
2156,"""Somber News""",12600476,0.0,0.17640334367752075
1557,Andrée Bernard,Lennard Pearce,0.0,0.1764126718044281
1091,the father of the radio,bernie taupin,0.0,0.17686671018600464
765,"January 8, 2019",since 2 October 2017,0.0,0.17698605358600616
3354,Opposite,decussate,0.0,0.1771085560321808
1926,Eva Mendes,Devon Edwenna Aoki,0.0,0.1772962510585785
1757,Mick Malthouse,Brent Harvey,0.0,0.17753246426582336
2364,Sanjay Basu,Raja,0.0,0.17769189178943634
2812,Has a material bilateral mistake,voidable contract,0.0,0.1777058243751526
1490,Upstate New York,German,0.0,0.17784729599952698
3322,Bhairon Singh Shekhawat,George Clinton,1.0,0.1778525710105896
1717,He­lium,atomic number 30,0.0,0.17789357900619507
3142,"Jackson ""Jack"" Maine",lukas nelson,0.0,0.17804038524627686
2749,Surekha Yadav,violet constance jessop,0.0,0.17831961810588837
1102,"""Highway of Tears""",Blood Magic,0.0,0.17852988839149475
3614,8:46Â a.m.,April,0.0,0.17866821587085724
1568,thirteenth,Namakarana,0.0,0.17873147130012512
2803,Sodium acetate,cytochrome a,0.0,0.17903557419776917
1602,Texas,clemson tigers,0.0,0.17920523881912231
512,All 14 districts,south kerala,1.0,0.17922168970108032
2075,"978,000,000",1.65 billion,0.0,0.1793496161699295
1418,George Ezra,junior walker & the all stars,0.0,0.17943498492240906
1167,155,one,0.0,0.17957638204097748
647,powerful local supporter,law lords,0.0,0.1796988695859909
2701,McDonald v. Smith,the First Amendment,0.0,0.17998406291007996
2306,Kristian Kordula,John Richard Schneider,0.0,0.18004952371120453
1841,Emmanuel Piñol,Sonny Perdue,0.0,0.18051429092884064
1111,the 104th Congress,Mexico,0.0,0.18051619827747345
2623,8,26,0.0,0.18056996166706085
2887,Clayton Kershaw,Los Angeles Dodgers,0.0,0.18074005842208862
1635,Canute the Great,927,0.0,0.18078522384166718
3037,Congress,James Madison,0.0,0.18082071840763092
2026,the Welsh language name llwyd,English,0.0,0.18089041113853455
2027,the Welsh language name llwyd,The Andy Griffith Show,0.0,0.181071475148201
2203,222,125,0.0,0.18108537793159485
1466,Alessia Cara,Nickelback,0.0,0.18124760687351227
1924,Morarji Desai,jawaharlal nehru,0.0,0.18126527965068817
803,"15,589 sq mi",13,0.0,0.18149220943450928
3295,82 minutes,20,0.0,0.18159982562065125
3027,155th,123rd,1.0,0.18160033226013184
2322,The Ontario Food Terminal,Chinatowns,1.0,0.18186421692371368
229,Ashtavakra,Yama,0.0,0.18190732598304749
1764,Brent,European Union,0.0,0.18197791278362274
2524,Gloria Sherry,Polly Cutter,0.0,0.18200209736824036
1713,Titans,jacksonville jaguars,0.0,0.1820293813943863
1156,Elizabeth II,donald trump,0.0,0.18204939365386963
1866,2256–2257,arclight hollywood,0.0,0.18218711018562317
3072,"1,000,000",20 million,0.0,0.1822241246700287
3419,Anthony Mackie,Arlen Alexander Escarpeta,0.0,0.18224722146987915
2219,1100ml,14,0.0,0.18235990405082703
1965,the 18th century Caribbean,Spain,0.0,0.1825006753206253
2348,The discovery of hyperbolic geometry,the copernican revolution,2.0,0.18266819417476654
3257,43,96,0.0,0.1826769858598709
123,Hermes,Lou,0.0,0.1827172338962555
2917,May - August 2007,March 1963,0.0,0.1827278733253479
26,oleic acid,monounsaturated,0.0,0.18279071152210236
2711,Marina Bay in Singapore,Downtown Core,2.0,0.18280461430549622
1072,Snoopy,Woodstock,0.0,0.18282398581504822
169,Toby Damon,jack pearson,0.0,0.18284590542316437
2458,coati,Giant otter,0.0,0.18286527693271637
3287,heartbreak song,Highly Suspect,0.0,0.18296444416046143
264,the spirit of perverseness,fiend,0.0,0.18309158086776733
1314,Buzz Lightyear,Randy Newman,0.0,0.18310397863388062
3364,Harold Perrineau,Terrence J,0.0,0.1831779181957245
2385,74,two,0.0,0.18323668837547302
790,thirty,245,0.0,0.18334418535232544
3323,Bhairon Singh Shekhawat,Walter Mondale,1.0,0.1833685040473938
2299,Fantasia,mary poppins,0.0,0.1842653900384903
3412,ï¿½,white question mark,0.0,0.1843186914920807
2410,Royal Automobile Club,Resource Access Control Facility,0.0,0.184417724609375
3531,E!,Ellen DeGeneres,0.0,0.18449163436889648
743,southern and east coasts,England,1.0,0.1844938099384308
924,the current domestic posting rate,non-denominated,0.0,0.18457958102226257
3523,Peter Pyrrh,jimmy carter,0.0,0.18467286229133606
1006,asymmetrical federalism,a multi-party representative democracy,0.0,0.18468716740608215
2700,McDonald v. Smith,judicial,0.0,0.1848800778388977
2194,Brontis Jodorowsky,Dean Fujioka,0.0,0.18490074574947357
1475,Jillian Mele,Patti Ann Browne,1.0,0.18495942652225494
2777,loosely,kendra,0.0,0.18500596284866333
1240,a typewriter ribbon,shoes,0.0,0.18513548374176025
3194,August 2016,12 april 2017,0.0,0.185160294175148
1761,13,545,0.0,0.18522891402244568
1849,land plants,Oomycetes,0.0,0.18526071310043335
571,Roger Labon Jackson,Charles Butler,0.0,0.18526217341423035
952,punishment for a crime,contraction,0.0,0.18534386157989502
2990,four,two,0.0,0.18535201251506805
1284,four,two,0.0,0.18535201251506805
181,engraving,aquatint,0.0,0.18546795845031738
672,non-judicial punishment,military personnel,0.0,0.18550381064414978
662,the Twenty-sixth Amendment,Congress,0.0,0.18561160564422607
2691,banks,corporations and governments,1.0,0.18565978109836578
173,Toby Damon,Kevin Pearson,0.0,0.1856604516506195
2767,"21,013","more than 20,000",1.0,0.18587973713874817
2891,The dealer,the player to his or her left,0.0,0.18593627214431763
917,"Seneca Falls, New York",Tartu,0.0,0.18610940873622894
1370,Drew Brees,peyton manning,0.0,0.18615484237670898
2243,22,13,1.0,0.18637055158615112
2263,courage,Paraguayan,0.0,0.18638089299201965
905,Mentuhotep II,Solomon,0.0,0.18647809326648712
3421,Anthony Mackie,lvaro Guzm\u00e1n,0.0,0.18650873005390167
589,Missy Peregrym,connie nielsen,1.0,0.18657612800598145
588,Missy Peregrym,Annie Wersching,0.0,0.18662749230861664
3435,production–possibility frontier,EQ,0.0,0.1867159754037857
44,Microprocessor without Interlocked Pipelined Stages,MIPS architecture,0.0,0.18678541481494904
193,Marlow in Buckinghamshire,Oakley Court,2.0,0.1868027150630951
2015,Pat Upton,paul mccartney,0.0,0.1868194341659546
2163,"""Formality""",season one,2.0,0.18689849972724915
1255,Woodrow Wilson,John F. Kennedy,0.0,0.18718397617340088
3156,104,two,1.0,0.187354177236557
2746,Scotland,anglo - norman origin,0.0,0.18748879432678223
739,a T-bone,round steak,1.0,0.18768267333507538
3242,the United Kingdom,Cashiers,0.0,0.18787997961044312
1098,Dylan Kingwell,Will Yun Lee,0.0,0.18795588612556458
2192,Brontis Jodorowsky,David Sakurai,0.0,0.18799152970314026
1511,none,2459,0.0,0.18799349665641785
2927,Liton Das,Rohit Sharma,0.0,0.18800011277198792
1877,Tampa Bay Buccaneers,Detroit,1.0,0.18808743357658386
944,David Bamigboye,Mohammed Lawal,0.0,0.1882476657629013
192,Marlow in Buckinghamshire,Water Oakley,2.0,0.18851172924041748
3013,The Crocodile,Sobek,0.0,0.1885213851928711
346,Nicki Minaj,Ty Dolla Sign,0.0,0.18863363564014435
2038,Phillip Danault,Antoine Griezmann,0.0,0.18902705609798431
452,for all penalties,first stoppage of play,1.0,0.189031720161438
2376,either after the element name,the nucleus,0.0,0.1890486627817154
1440,Andrea Donna de Matteo,Edie Falco,0.0,0.18931613862514496
929,the current domestic posting rate,pence,0.0,0.18947090208530426
1112,the 104th Congress,France,0.0,0.18952640891075134
1146,Burma,Ceylon,0.0,0.18956458568572998
611,Governor,the World Health Organization,0.0,0.189568430185318
489,"December 6, 2001",1809,0.0,0.18960660696029663
75,Indiana,Manarola,0.0,0.18967151641845703
1581,16 March 2019,7 April 2018,1.0,0.18969017267227173
866,Willie,Art Blakey,0.0,0.18982592225074768
1253,Woodrow Wilson,dwight d. eisenhower,0.0,0.18987885117530823
1620,18,95,0.0,0.1900031864643097
2527,Registered persons,returning officers,0.0,0.19006365537643433
966,central nervous system,reward pathway,0.0,0.19049403071403503
580,"""Formality""",season 2,0.0,0.1907404065132141
3062,Naomi Osaka,Sloane Stephens,0.0,0.19110411405563354
402,several victims,marlena evans,0.0,0.1911100447177887
1071,Snoopy,Santa's Little Helper,0.0,0.1911204308271408
3343,Euphrates,tigris,1.0,0.19131043553352356
1864,2256–2257,Prime Timeline,0.0,0.1914936900138855
1509,none,1521,0.0,0.1915302574634552
272,"2,300,000,000",1.6 billion,0.0,0.1915990114212036
1483,Cassie Jo Stoddart,Adrianne Leigh Reynolds,0.0,0.19168604910373688
2445,Richard Madden,The Alan Young Show,0.0,0.1917993128299713
1951,The Platters,robin thicke,0.0,0.1918535828590393
1083,Garfield Sobers,yuvraj singh,0.0,0.1919061541557312
3137,Babylonians,1973,0.0,0.1919749528169632
211,shoulder blade,humerus,0.0,0.1920042634010315
3388,12,two,1.0,0.19210880994796753
106,France's National Constituent Assembly,Thomas Jefferson,2.0,0.19223472476005554
1152,Ptolemy,the bakhshali manuscript,0.0,0.19229888916015625
1660,Cole Porter,John Burroughs,0.0,0.19237667322158813
2392,1857,"October 22, 1982",1.0,0.19239488244056702
3208,angiosperms,conifers,2.0,0.19240987300872803
2151,"""Somber News""",The sixth season,0.0,0.19250667095184326
595,French Algeria,united kingdom,2.0,0.1925562024116516
1118,Ulama,hurling,0.0,0.1926712840795517
400,Nate Corddry,Max Casella,0.0,0.19283771514892578
2492,parts of southern California,United Kingdom,1.0,0.19303438067436218
1693,10,between 92 and 198,0.0,0.19307559728622437
2262,mutations in the LRP2 gene,a bilateral pair of periorbital fields,1.0,0.19338500499725342
226,Nyle DiMarco,gerrard gosens,0.0,0.19347448647022247
2017,Nick Sager,tyler perry,0.0,0.1938534677028656
654,David Bowie,Chris Martin,1.0,0.1939639151096344
2958,quantitative research methods,social policy,1.0,0.19403867423534393
71,"December 4, 2018","October 10, 2017",0.0,0.19424310326576233
1871,Glynis Johns,Dick Van Dyke,0.0,0.19426609575748444
313,2018,"april 4, 2017",0.0,0.19442999362945557
3563,1862–1911,during the American Civil War,1.0,0.19444194436073303
1391,1:43 scale,v8,0.0,0.19459959864616394
3418,Anthony Mackie,matthew chandler fox,0.0,0.19468453526496887
1515,none,333,0.0,0.19476212561130524
1261,Racial tensions,Great Depression,1.0,0.19478273391723633
3555,Priyanka Chopra,Salman Khan,0.0,0.19479595124721527
3513,"""Coda""",Forget,0.0,0.1948389858007431
1239,2011,1962,0.0,0.19484543800354004
2164,"""Formality""",Season 1,2.0,0.19495144486427307
2832,Michael Gove,DEFRA,0.0,0.19505156576633453
2014,second century AD,22 ad,2.0,0.1952221393585205
367,the 1980s,1994,0.0,0.19527290761470795
2751,Surekha Yadav,Lady,0.0,0.1952911913394928
1032,Eden Hazard,Mohamed Salah,0.0,0.19535154104232788
1589,Jason and Justin Draeger,Christian Jacobs,2.0,0.19538098573684692
2030,the Welsh language name llwyd,Scottish origins,1.0,0.19544385373592377
383,Shagun Pandey,Shivangi Joshi,0.0,0.19549959897994995
1366,John Ellison,Gerry Goffin,0.0,0.19574373960494995
2703,McDonald v. Smith,Pickering v. Board of Education,1.0,0.19585047662258148
1491,Upstate New York,Germany,0.0,0.19643987715244293
1329,Tigmanshu Dhulia,Raja Kumari,0.0,0.19645237922668457
82,Father Christmas,peace on earth,2.0,0.19663570821285248
1949,"Sail Rock, Maine",Semisopochnoi Island,0.0,0.19668364524841309
2212,Bockscar,Paul Warfield Tibbets Jr.,0.0,0.1967308074235916
834,1965,31 March 2001,0.0,0.19677922129631042
2572,Monarchy,Nationalist,0.0,0.19688110053539276
2908,Wendy Crewson,aisha tyler,0.0,0.19719412922859192
1796,of Precambrian,"2,400 million years ago",1.0,0.19729790091514587
1120,Ulama,Cricket,0.0,0.1973796933889389
1285,four,13,0.0,0.19739817082881927
2672,Crispin Glover,Verna Felton,0.0,0.19772249460220337
231,Ashtavakra,Yay\u0101ti,0.0,0.19781512022018433
3600,Esther 8:9,Revelation,0.0,0.1978863775730133
3042,235 or 236,Democratic,0.0,0.19791917502880096
1898,Terry Serpico,mars,0.0,0.19798821210861206
1498,two,98,0.0,0.19808262586593628
1386,Annie,dave barnes,0.0,0.1981310099363327
1325,increased metabolism,epinephrine,2.0,0.19821365177631378
460,orchids of the genus Vanilla,the seeds,0.0,0.19874486327171326
2633,Duane Allman,FTSE Russell,0.0,0.1991977095603943
712,"""Counterfeit""",ground's counterattack,0.0,0.19927340745925903
3174,April,Alex Karev,0.0,0.19935624301433563
3556,Minnesota Vikings,Chicago Bears,0.0,0.19944968819618225
2072,"978,000,000",320 million,0.0,0.1995025873184204
2080,"978,000,000",one billion,1.0,0.19980189204216003
398,Nate Corddry,tony shalhoub,0.0,0.19989973306655884
636,OWN,Channel 210,0.0,0.20014609396457672
1853,Billy Joel,English drummer Phil Collins,0.0,0.20015986263751984
2078,"978,000,000",two billion,0.0,0.20026779174804688
2705,1937,1966,0.0,0.20056825876235962
554,Kris Kristofferson,bradley cooper,0.0,0.2009027600288391
2745,Scotland,not known,0.0,0.20093151926994324
3516,"""Coda""",Welcome to the Tombs,0.0,0.2011629343032837
1917,ATP synthase,f - type atpase,0.0,0.20118258893489838
2165,Henry Loeb III,"martin luther king, jr.",0.0,0.20129606127738953
1745,bronchi,deliver oxygen,0.0,0.20133112370967865
2190,Brontis Jodorowsky,Jude Law,0.0,0.20133435726165771
549,size,a lectin,0.0,0.2013760507106781
1381,a contest,the film,0.0,0.20148223638534546
453,for all penalties,one minute,1.0,0.20150057971477509
2842,"New York City, US","miami, florida",0.0,0.20151272416114807
215,a designated junior senator,President,1.0,0.201596200466156
990,Season 30,FOX,0.0,0.20165184140205383
3154,104,48,1.0,0.2018040418624878
2086,5779,Tishrei,0.0,0.20182546973228455
769,each representing a Philippine province,sovereignty,0.0,0.20199047029018402
319,Isaac Liev Schreiber,Larry Wilmore,0.0,0.20201507210731506
655,SVR RF,Foreign Intelligence Service,0.0,0.20222207903862
254,Indira Gandhi,jawahar lal nehru,0.0,0.20228415727615356
1410,religion,freedom of the press,2.0,0.2023802101612091
934,Georgia May Foote,Jennie McAlpine,0.0,0.20302829146385193
401,Nate Corddry,Eltony Williams,0.0,0.20306316018104553
381,Shagun Pandey,Vikram Singh Chauhan,0.0,0.20318743586540222
2246,Robert Allen Wiethoff,Arthur Morgan,0.0,0.20322856307029724
341,the Middle East,the Isthmus of Suez,1.0,0.20347554981708527
3539,2016–17,2010 -- 11,1.0,0.20349350571632385
1228,"Ramstein AB, in Germany",fort bragg,2.0,0.2036629468202591
517,All 14 districts,Palakkad,1.0,0.20372086763381958
781,"Fortuna, North Dakota",Arizona,0.0,0.2041720449924469
1107,American Express Company,Bank of England,0.0,0.20420977473258972
2049,more than two hundred,120,1.0,0.20421528816223145
2596,Boston suburbs,British Columbia,0.0,0.2042713463306427
1721,He­lium,atomic number 2,2.0,0.20428115129470825
2921,May - August 2007,1963,0.0,0.20440849661827087
175,"Five Keys, New Mexico",Georgia,0.0,0.20458859205245972
2178,Albuquerque,champ - de - mars,0.0,0.2046070098876953
673,non-judicial punishment,violation of the UCMJ,0.0,0.20479029417037964
2843,"New York City, US",Burbank,0.0,0.20487523078918457
2741,by the 5th century,in the second temple period,0.0,0.2049194574356079
694,Pat Sajak,Jim Thornton,0.0,0.2052568793296814
2284,"39,250",3613732,0.0,0.20537111163139343
2001,Jakob Fugger,John Davison Rockefeller Sr.,1.0,0.20554980635643005
3050,Frances Sternhagen,natalie portman,0.0,0.20556139945983887
1680,"July 12, 1989","November 16, 2015",0.0,0.20567482709884644
3623,Saffron,the flower of crocus sativus,1.0,0.20567965507507324
370,1989,20th July 2018,0.0,0.205715149641037
2926,Liton Das,Lahiru Thirimanne,0.0,0.20574729144573212
786,UCF Knights,the Boise State Broncos,1.0,0.20583172142505646
1182,Africa,Donna,0.0,0.20590591430664062
972,Gondar,addis ababa,0.0,0.20598474144935608
2317,The Ontario Food Terminal,maize,0.0,0.20616915822029114
2942,graphite,Fluidlead,0.0,0.2062055468559265
3196,August 2016,1 july 2017,2.0,0.20654721558094025
1552,many,over 1100,1.0,0.2065989077091217
1046,a jackal,robert thorn,1.0,0.2066812813282013
3049,Frances Sternhagen,Mary McDonnell,0.0,0.2067449390888214
220,a gender-neutral honorific,sita ram ji,0.0,0.20676152408123016
843,February 19,"february 6, 2013",0.0,0.20686602592468262
134,Amos 'n Andy,The Partridge Family,0.0,0.20697003602981567
2601,The 1935Â Labor Day hurricane,harvey,0.0,0.2070770114660263
753,"Houston, Texas",Dudley Field,0.0,0.207248717546463
3055,flexor,barbell curl,0.0,0.20730751752853394
2863,Dr. Abdul Kalam,Indira Gandhi,1.0,0.20739556849002838
3184,Christopher Meloni,Bobby Lee,0.0,0.20747660100460052
3143,"Jackson ""Jack"" Maine",Waylon Jennings,0.0,0.20760910212993622
2544,longitudinal study,Kinetics,0.0,0.20765788853168488
178,engraving,drypoint,0.0,0.20774345099925995
3560,Minnesota Vikings,the New York Giants,0.0,0.20791037380695343
3,Amma,Luke,0.0,0.20799249410629272
569,Roger Labon Jackson,Mike Vaughn,0.0,0.20814907550811768
2497,increase,two,0.0,0.20816847681999207
3111,Rodney King,carly simon,0.0,0.20824936032295227
3153,104,12,1.0,0.20828720927238464
161,East England,irish immigrants,0.0,0.20830625295639038
1781,32,up to two,0.0,0.20840957760810852
3082,McLean,wilmer mclean,2.0,0.20886525511741638
2406,Royal Automobile Club,Rutgers Athletic Center,0.0,0.2089640349149704
1140,"March 10, 1981",1974,0.0,0.20907321572303772
1936,NC State,Western Michigan,1.0,0.20917659997940063
